country,stream,level,course_name,college_name,ranking,duration_years,total_cost_local,total_cost_inr,avg_salary_local,avg_salary_inr,roi,payback_years
USA,Engineering & Technology,UG,Chemical & Biological Engineering; Civil & Environmental Engineering; Computer Science; Electrical & Computer Engineering; Materials Science & Engineering; Mechanical & Aerospace Engineering; Operations Research & Financial Engineering,Princeton University,25,4.0,249101.79640718564,20800000.0,118000.0,9853000.0,1.3685096153846155,2.111032172942251
USA,Engineering & Technology,UG,Applied Mathematics; Applied Physics; Biomedical Engineering; Chemical Engineering; Civil Engineering; Computer Engineering; Computer Science; Earth & Environmental Engineering; Electrical Engineering; Industrial Engineering & Operations Research; Materials Science; Mechanical Engineering,Columbia University,38,4.0,249101.79640718564,20800000.0,118000.0,9853000.0,1.3685096153846155,2.111032172942251
USA,Engineering & Technology,UG,Biomedical Engineering; Chemical Engineering; Civil & Environmental Engineering; Computer Engineering; Computer Science; Electrical Engineering; Engineering Sciences; Industrial Engineering; Manufacturing & Design Engineering; Materials Science & Engineering; Mechanical Engineering,Northwestern University,42,4.0,249101.79640718564,20800000.0,115000.0,9602500.0,1.3082932692307692,2.166102577453788
USA,Engineering & Technology,UG,Aerospace Engineering; Biomedical Engineering; Chemical Engineering; Civil Engineering; Computer Engineering; Computer Science; Data Science; Electrical & Computer Engineering; Environmental Engineering; Industrial & Operations Engineering; Materials Science & Engineering; Mechanical Engineering; Naval Architecture & Marine Engineering; Nuclear Engineering & Radiological Sciences,University of Michigan-Ann Arbor,45,4.0,249101.79640718564,20800000.0,118000.0,9853000.0,1.3685096153846155,2.111032172942251
USA,Engineering & Technology,UG,Aerospace Engineering; Bioengineering; Chemical & Biomolecular Engineering; Civil & Environmental Engineering; Computer Science; Electrical & Computer Engineering; Materials Engineering; Mechanical & Aerospace Engineering,"University of California, Los Angeles (UCLA)",46,4.0,249101.79640718564,20800000.0,117000.0,9769500.0,1.3484375,2.1290751829673984
USA,Engineering & Technology,UG,Biomedical Engineering; Chemical Engineering; Civil & Environmental Engineering; Computer Science; Electrical & Computer Engineering; Environmental Engineering; Information Systems; Materials Science & Engineering; Mechanical Engineering; Robotics (minor); Software Engineering,Carnegie Mellon University,52,4.0,249101.79640718564,20800000.0,130000.0,10855000.0,1.609375,1.9161676646706587
USA,Engineering & Technology,UG,Biomedical Engineering; Chemical & Biomolecular Engineering; Civil Engineering; Computer Engineering; Computer Science; Computer Science & Economics; Electrical Engineering; Mechanical Engineering,New York University (NYU),55,4.0,249101.79640718564,20800000.0,110000.0,9185000.0,1.2079326923076923,2.264561785519869
USA,Engineering & Technology,UG,Biomedical Engineering; Civil Engineering; Computer Science; Electrical & Computer Engineering; Environmental Engineering; Materials Science; Mechanical Engineering,Duke University,62,4.0,249101.79640718564,20800000.0,115000.0,9602500.0,1.3082932692307692,2.166102577453788
USA,Engineering & Technology,UG,Aerospace Engineering; Bioengineering; Chemical Engineering; Computer Engineering; Computer Science; Computer Science & Engineering; Electrical Engineering; Environmental Engineering; Machine Learning & Neural Computation; Mechanical Engineering; Nanoengineering; Structural Engineering,"University of California, San Diego (UCSD)",66,4.0,249101.79640718564,20800000.0,117000.0,9769500.0,1.3484375,2.1290751829673984
USA,Engineering & Technology,UG,Aerospace Engineering; Architectural Engineering; Biomedical Engineering; Chemical Engineering; Civil Engineering; Computational Engineering; Computer Science; Electrical & Computer Engineering; Environmental Engineering; Mechanical Engineering; Petroleum Engineering; Software Engineering,University of Texas at Austin,68,4.0,249101.79640718564,20800000.0,113000.0,9435500.0,1.2681490384615384,2.204440676169784
USA,Engineering & Technology,UG,Biomedical Engineering; Chemical Engineering; Civil Engineering; Computer Engineering; Computer Science; Electrical Engineering; Mechanical Engineering; Solid Mechanics,Brown University,69,4.0,249101.79640718564,20800000.0,112000.0,9352000.0,1.248076923076923,2.2241231822070144
USA,Engineering & Technology,UG,"Aerospace Engineering; Agricultural & Biological Engineering; Bioengineering; Chemical & Biomolecular Engineering; Civil & Environmental Engineering; Computer Engineering; Computer Science; Electrical Engineering; Environmental Engineering; Industrial & Enterprise Systems Engineering; Materials Science & Engineering; Mechanical Science & Engineering; Nuclear, Plasma & Radiological Engineering; Systems Engineering",University of Illinois at Urbana-Champaign,70,4.0,249101.79640718564,20800000.0,120000.0,10020000.0,1.4086538461538463,2.0758483033932134
USA,Engineering & Technology,UG,Aeronautics & Astronautics; Bioengineering; Chemical Engineering; Civil & Environmental Engineering; Computer Engineering; Computer Science; Electrical & Computer Engineering; Environmental Engineering; Human Centered Design & Engineering; Industrial & Systems Engineering; Materials Science & Engineering; Mechanical Engineering,University of Washington,81,4.0,249101.79640718564,20800000.0,118000.0,9853000.0,1.3685096153846155,2.111032172942251
USA,Engineering & Technology,UG,Aerospace Engineering; Architectural Engineering; Biomedical Engineering; Chemical Engineering; Civil Engineering; Computer Engineering; Computer Science; Electrical Engineering; Environmental Engineering; Industrial Engineering; Materials Science & Engineering; Mechanical Engineering; Nuclear Engineering; Petroleum & Natural Gas Engineering,Pennsylvania State University,82,4.0,249101.79640718564,20800000.0,105000.0,8767500.0,1.1075721153846154,2.3723980610208155
USA,Engineering & Technology,UG,Biomedical Engineering; Computer Engineering; Computer Science; Electrical & Computer Engineering; Mechanical Engineering; Systems Engineering,Boston University,88,4.0,249101.79640718564,20800000.0,107000.0,8934500.0,1.1477163461538462,2.328054172029772
USA,Engineering & Technology,UG,Aeronautical & Astronautical Engineering; Agricultural & Biological Engineering; Biomedical Engineering; Chemical Engineering; Civil Engineering; Computer & Information Technology; Computer Engineering; Computer Science; Construction Engineering & Management; Electrical & Computer Engineering; Environmental & Ecological Engineering; Industrial Engineering; Interdisciplinary Engineering; Materials Engineering; Mechanical Engineering; Nuclear Engineering,Purdue University,88,4.0,249101.79640718564,20800000.0,110000.0,9185000.0,1.2079326923076923,2.264561785519869
USA,Engineering & Technology,UG,Biomedical Engineering; Chemical Engineering; Civil & Environmental Engineering; Computer Engineering; Computer Science; Electrical Engineering; Engineering Mechanics; Environmental Engineering; Industrial & Systems Engineering; Materials Science & Engineering; Mechanical Engineering; Nuclear Engineering,University of Wisconsin-Madison,110,4.0,249101.79640718564,20800000.0,110000.0,9185000.0,1.2079326923076923,2.264561785519869
USA,Engineering & Technology,UG,Aerospace Science & Engineering; Biological & Agricultural Engineering; Biomedical Engineering; Chemical Engineering; Civil & Environmental Engineering; Computer Engineering; Computer Science; Electrical Engineering; Environmental Engineering; Materials Science & Engineering; Mechanical & Aerospace Engineering,"University of California, Davis",114,4.0,249101.79640718564,20800000.0,107000.0,8934500.0,1.1477163461538462,2.328054172029772
USA,Engineering & Technology,UG,Bioengineering; Chemical & Biomolecular Engineering; Civil & Environmental Engineering; Computer Science; Electrical & Computer Engineering; Environmental Engineering; Materials Science & Engineering; Mechanical Engineering; Statistics,Rice University,119,4.0,249101.79640718564,20800000.0,118000.0,9853000.0,1.3685096153846155,2.111032172942251
USA,Engineering & Technology,UG,Aerospace Engineering; Biomedical Engineering; Chemical & Biomolecular Engineering; Civil Engineering; Computer Engineering; Computer Science; Electrical Engineering; Environmental Engineering; Industrial & Systems Engineering; Materials Science & Engineering; Mechanical Engineering; Nuclear & Radiological Engineering,Georgia Institute of Technology,123,4.0,249101.79640718564,20800000.0,118000.0,9853000.0,1.3685096153846155,2.111032172942251
USA,Engineering & Technology,UG,Applied Sciences; Biomedical Engineering; Computer Science,University of North Carolina at Chapel Hill,140,4.0,249101.79640718564,20800000.0,107000.0,8934500.0,1.1477163461538462,2.328054172029772
USA,Engineering & Technology,UG,Aerospace Engineering; Agricultural Engineering; Biomedical Engineering; Chemical Engineering; Civil Engineering; Computer Engineering; Computer Science; Construction Science; Electrical Engineering; Environmental Engineering; Industrial Engineering; Mechanical Engineering; Nuclear Engineering; Ocean Engineering; Petroleum Engineering,Texas A&M University,144,4.0,249101.79640718564,20800000.0,105000.0,8767500.0,1.1075721153846154,2.3723980610208155
USA,Engineering & Technology,UG,Aerospace & Mechanical Engineering; Astronautical Engineering; Biomedical Engineering; Chemical Engineering; Civil Engineering; Computer Engineering; Computer Science; Electrical & Computer Engineering; Environmental Engineering; Industrial & Systems Engineering; Materials Science,University of Southern California,146,4.0,249101.79640718564,20800000.0,115000.0,9602500.0,1.3082932692307692,2.166102577453788
USA,Engineering & Technology,UG,Biosystems & Agricultural Engineering; Chemical Engineering; Civil Engineering; Computer Engineering; Computer Science; Electrical Engineering; Environmental Engineering; Materials Science & Engineering; Mechanical Engineering,Michigan State University,161,4.0,249101.79640718564,20800000.0,98000.0,8183000.0,0.9670673076923076,2.5418550653794454
USA,Engineering & Technology,UG,"Biomedical Engineering; Chemical Engineering; Computer Science; Electrical Engineering; Energy, Environmental & Chemical Engineering; Mechanical Engineering; Systems Science & Engineering",Washington University in St. Louis,167,4.0,249101.79640718564,20800000.0,115000.0,9602500.0,1.3082932692307692,2.166102577453788
USA,Engineering & Technology,UG,Aerospace Engineering; Biomedical Engineering; Chemical Engineering; Civil Engineering; Computer Engineering; Computer Science; Construction Management; Electrical Engineering; Environmental Engineering; Industrial Engineering; Materials Science; Mechanical Engineering; Software Engineering,Arizona State University,173,4.0,249101.79640718564,20800000.0,96000.0,8016000.0,0.926923076923077,2.594810379241517
USA,Engineering & Technology,UG,Chemical Engineering; Computer Engineering; Computer Science; Electrical Engineering; Materials; Mechanical Engineering,"University of California, Santa Barbara (UCSB)",179,4.0,249101.79640718564,20800000.0,112000.0,9352000.0,1.248076923076923,2.2241231822070144
USA,Engineering & Technology,UG,Computer Science,Emory University,182,4.0,249101.79640718564,20800000.0,108000.0,9018000.0,1.1677884615384615,2.3064981148813484
USA,Engineering & Technology,UG,"Aerospace Engineering; Biomedical Engineering; Chemical Engineering; Civil Engineering; Computer Engineering; Computer Science; Electrical & Computer Engineering; Environmental Engineering; Food, Agricultural & Biological Engineering; Industrial & Systems Engineering; Materials Science & Engineering; Mechanical Engineering; Welding Engineering",Ohio State University,190,4.0,249101.79640718564,20800000.0,100000.0,8350000.0,1.0072115384615385,2.4910179640718564
USA,Engineering & Technology,UG,Aerospace Engineering; Bioengineering; Chemical & Biomolecular Engineering; Civil & Environmental Engineering; Computer Engineering; Computer Science; Electrical Engineering; Fire Protection Engineering; Materials Science & Engineering; Mechanical Engineering; Reliability Engineering,"University of Maryland, College Park",207,4.0,249101.79640718564,20800000.0,112000.0,9352000.0,1.248076923076923,2.2241231822070144
USA,Engineering & Technology,UG,Aerospace Engineering; Biomedical Engineering; Chemical Engineering; Civil Engineering; Computer Engineering; Computer Science; Electrical Engineering; Environmental Engineering; Industrial & Systems Engineering; Materials Science & Engineering; Mechanical Engineering,University of Minnesota Twin Cities,210,4.0,249101.79640718564,20800000.0,105000.0,8767500.0,1.1075721153846154,2.3723980610208155
USA,Engineering & Technology,UG,Aerospace Engineering; Agricultural & Biological Engineering; Biomedical Engineering; Chemical Engineering; Civil Engineering; Computer Engineering; Computer Science; Electrical Engineering; Environmental Engineering; Industrial & Systems Engineering; Materials Science & Engineering; Mechanical Engineering; Nuclear Engineering,University of Florida,212,4.0,249101.79640718564,20800000.0,103000.0,8600500.0,1.0674278846153846,2.41846404278821
USA,Engineering & Technology,UG,Biomedical Engineering; Chemical Engineering; Computer Science; Electrical & Computer Engineering; Mechanical Engineering,University of Rochester,236,4.0,249101.79640718564,20800000.0,105000.0,8767500.0,1.1075721153846154,2.3723980610208155
USA,Engineering & Technology,UG,Computer Science; Engineering Sciences,Dartmouth College,247,4.0,249101.79640718564,20800000.0,112000.0,9352000.0,1.248076923076923,2.2241231822070144
USA,Engineering & Technology,UG,Chemical Engineering; Civil & Environmental Engineering; Computer Engineering; Computer Science; Electrical & Computer Engineering; Environmental Engineering; Industrial Engineering; Mechanical Engineering,University of Massachusetts Amherst,247,4.0,249101.79640718564,20800000.0,100000.0,8350000.0,1.0072115384615385,2.4910179640718564
USA,Engineering & Technology,UG,Biomedical Engineering; Chemical Engineering; Civil Engineering; Computer Engineering; Computer Science; Electrical Engineering; Environmental Engineering; Mechanical Engineering,Vanderbilt University,250,4.0,249101.79640718564,20800000.0,112000.0,9352000.0,1.248076923076923,2.2241231822070144
USA,Engineering & Technology,UG,Aerospace Engineering; Biological & Agricultural Engineering; Biomedical Engineering; Chemical Engineering; Civil Engineering; Computer Engineering; Computer Science; Electrical Engineering; Environmental Engineering; Industrial & Systems Engineering; Materials Science & Engineering; Mechanical Engineering; Nuclear Engineering; Textile Engineering,North Carolina State University,272,4.0,249101.79640718564,20800000.0,103000.0,8600500.0,1.0674278846153846,2.41846404278821
USA,Engineering & Technology,UG,Biomedical Engineering; Chemical Engineering; Civil Engineering; Computer Engineering; Computer Science; Electrical Engineering; Materials Science; Mechanical & Aerospace Engineering; Systems Engineering,University of Virginia,275,4.0,249101.79640718564,20800000.0,108000.0,9018000.0,1.1677884615384615,2.3064981148813484
USA,Engineering & Technology,UG,Bioengineering; Chemical Engineering; Civil & Environmental Engineering; Computer Engineering; Computer Science; Electrical & Computer Engineering; Industrial Engineering; Materials Science & Engineering; Mechanical Engineering,University of Pittsburgh,281,4.0,249101.79640718564,20800000.0,100000.0,8350000.0,1.0072115384615385,2.4910179640718564
USA,Engineering & Technology,UG,Computer Science,Georgetown University,285,4.0,249101.79640718564,20800000.0,108000.0,9018000.0,1.1677884615384615,2.3064981148813484
USA,Engineering & Technology,UG,Aerospace Engineering; Biomedical Engineering; Chemical Engineering; Civil Engineering; Computer Engineering; Computer Science; Electrical & Computer Engineering; Environmental Engineering; Materials Science; Mechanical Engineering; Mining Engineering; Systems Engineering,University of Arizona,287,4.0,249101.79640718564,20800000.0,96000.0,8016000.0,0.926923076923077,2.594810379241517
USA,Engineering & Technology,UG,Aerospace Engineering; Biomedical Engineering; Chemical Engineering; Civil Engineering; Computer Engineering; Computer Science; Electrical Engineering; Environmental Engineering; Materials Science; Mechanical Engineering; Software Engineering,"University of California, Irvine",293,4.0,249101.79640718564,20800000.0,110000.0,9185000.0,1.2079326923076923,2.264561785519869
USA,Engineering & Technology,UG,Aerospace Engineering; Biomedical Engineering; Chemical Engineering; Civil Engineering; Computer Engineering; Computer Science; Electrical Engineering; Environmental Engineering; Materials Science; Mechanical Engineering,Case Western Reserve University,294,4.0,249101.79640718564,20800000.0,103000.0,8600500.0,1.0674278846153846,2.41846404278821
USA,Engineering & Technology,UG,Aerospace & Mechanical Engineering; Chemical & Biomolecular Engineering; Civil Engineering; Computer Science; Electrical Engineering; Environmental Engineering; Materials Science,University of Notre Dame,294,4.0,249101.79640718564,20800000.0,108000.0,9018000.0,1.1677884615384615,2.3064981148813484
USA,Engineering & Technology,UG,Aerospace Engineering; Chemical Engineering; Civil Engineering; Computer Science; Electrical Engineering; Environmental Engineering; Mechanical Engineering,University of Colorado Boulder,299,4.0,249101.79640718564,20800000.0,100000.0,8350000.0,1.0072115384615385,2.4910179640718564
USA,Engineering & Technology,UG,Computer Science; Data Science; Informatics; Intelligent Systems Engineering,Indiana University Bloomington,306,4.0,249101.79640718564,20800000.0,96000.0,8016000.0,0.926923076923077,2.594810379241517
USA,Engineering & Technology,UG,Biomedical Engineering; Civil Engineering; Computer Science; Electrical & Computer Engineering; Environmental Engineering; Industrial Engineering; Mechanical Engineering,University of Miami,314,4.0,249101.79640718564,20800000.0,100000.0,8350000.0,1.0072115384615385,2.4910179640718564
USA,Engineering & Technology,UG,Biomedical Engineering; Chemical Engineering; Civil Engineering; Computer Engineering; Computer Science; Electrical & Computer Engineering; Environmental Engineering; Industrial Engineering; Materials Science; Mechanical Engineering,Rutgers University – New Brunswick,328,4.0,249101.79640718564,20800000.0,100000.0,8350000.0,1.0072115384615385,2.4910179640718564
USA,Engineering & Technology,UG,Biomedical Engineering; Chemical Engineering; Civil Engineering; Computer Engineering; Computer Science; Electrical Engineering; Environmental Engineering; Mechanical Engineering,Tufts University,334,4.0,249101.79640718564,20800000.0,108000.0,9018000.0,1.1677884615384615,2.3064981148813484
USA,Engineering & Technology,UG,Bioengineering; Chemical Engineering; Civil Engineering; Computer Engineering; Computer Science; Electrical Engineering; Environmental Engineering; Industrial Engineering; Mechanical Engineering,University of Illinois Chicago (UIC),334,4.0,249101.79640718564,20800000.0,96000.0,8016000.0,0.926923076923077,2.594810379241517
USA,Engineering & Technology,UG,Biomedical Engineering; Civil Engineering; Computer Engineering; Computer Science; Electrical Engineering; Environmental Engineering; Mechanical Engineering; Systems Engineering,George Washington University,358,4.0,249101.79640718564,20800000.0,100000.0,8350000.0,1.0072115384615385,2.4910179640718564
USA,Engineering & Technology,UG,Aerospace Engineering; Biological Systems Engineering; Biomedical Engineering; Chemical Engineering; Civil Engineering; Computer Engineering; Computer Science; Electrical Engineering; Environmental Engineering; Industrial & Systems Engineering; Materials Science; Mechanical Engineering; Mining Engineering; Ocean Engineering,Virginia Polytechnic Institute (Virginia Tech),358,4.0,249101.79640718564,20800000.0,103000.0,8600500.0,1.0674278846153846,2.41846404278821
USA,Engineering & Technology,UG,Bioengineering; Chemical Engineering; Civil Engineering; Computer Engineering; Computer Science; Electrical Engineering; Environmental Engineering; Industrial Engineering; Mechanical Engineering; Robotics,Northeastern University,384,4.0,249101.79640718564,20800000.0,108000.0,9018000.0,1.1677884615384615,2.3064981148813484
USA,Engineering & Technology,UG,Aerospace Engineering; Biomedical Engineering; Chemical Engineering; Civil Engineering; Computer Engineering; Computer Science; Electrical Engineering; Environmental Engineering; Industrial & Systems Engineering; Materials Design & Innovation; Mechanical Engineering,"University at Buffalo, SUNY",410,4.0,249101.79640718564,20800000.0,96000.0,8016000.0,0.926923076923077,2.594810379241517
USA,Engineering & Technology,UG,Bioengineering; Chemical Engineering; Civil Engineering; Computer Engineering; Computer Science; Electrical Engineering; Environmental Engineering; Materials Science; Mechanical Engineering,Washington State University,423,4.0,249101.79640718564,20800000.0,93000.0,7765500.0,0.8667067307692308,2.678513939862211
USA,Engineering & Technology,UG,Bioengineering; Chemical Engineering; Computer Engineering; Computer Science; Electrical Engineering; Environmental Engineering; Materials Science; Mechanical Engineering,"University of California, Riverside",440,4.0,249101.79640718564,20800000.0,100000.0,8350000.0,1.0072115384615385,2.4910179640718564
USA,Engineering & Technology,UG,Aerospace Engineering; Agricultural Engineering; Biomedical Engineering; Chemical Engineering; Civil Engineering; Computer Engineering; Computer Science; Construction Engineering; Electrical Engineering; Environmental Engineering; Industrial Engineering; Materials Engineering; Mechanical Engineering; Software Engineering,Iowa State University,449,4.0,249101.79640718564,20800000.0,95000.0,7932500.0,0.9068509615384616,2.6221241727072173
USA,Engineering & Technology,UG,Biomedical Engineering; Chemical Engineering; Civil Engineering; Computer Engineering; Computer Science; Electrical Engineering; Environmental Engineering; Materials Science; Mechanical Engineering,"Stony Brook University, SUNY",452,4.0,249101.79640718564,20800000.0,103000.0,8600500.0,1.0674278846153846,2.41846404278821
USA,Engineering & Technology,UG,Biomedical Engineering; Chemical Engineering; Civil Engineering; Computer Engineering; Computer Science; Construction Management; Electrical Engineering; Environmental Engineering; Mechanical Engineering,Colorado State University,458,4.0,249101.79640718564,20800000.0,92000.0,7682000.0,0.8466346153846154,2.707628221817235
USA,Engineering & Technology,UG,Computer Engineering; Computer Science; Electrical Engineering; Technology & Information Management,"University of California, Santa Cruz",458,4.0,249101.79640718564,20800000.0,108000.0,9018000.0,1.1677884615384615,2.3064981148813484
USA,Engineering & Technology,UG,Aerospace Engineering; Chemical Engineering; Civil Engineering; Computer Engineering; Computer Science; Electrical Engineering; Environmental Engineering; Mechanical Engineering; Petroleum Engineering,University of Kansas,465,4.0,249101.79640718564,20800000.0,88000.0,7348000.0,0.7663461538461539,2.8307022318998367
USA,Engineering & Technology,UG,Agricultural & Biological Engineering; Computer Science; Environmental Engineering; Pharmaceutical & Biomedical Engineering,The University of Georgia,525,4.0,249101.79640718564,20800000.0,95000.0,7932500.0,0.9068509615384616,2.6221241727072173
USA,Engineering & Technology,UG,Computer Science,Boston College,526,4.0,249101.79640718564,20800000.0,103000.0,8600500.0,1.0674278846153846,2.41846404278821
USA,Engineering & Technology,UG,Biomedical Engineering; Chemical Engineering; Civil Engineering; Computer Science; Electrical Engineering; Environmental Engineering; Industrial Engineering; Mechanical Engineering,University of Iowa,530,4.0,249101.79640718564,20800000.0,90000.0,7515000.0,0.8064903846153846,2.767797737857618
USA,Engineering & Technology,UG,Biomedical Engineering; Chemical Engineering; Civil Engineering; Computer Engineering; Computer Science; Electrical Engineering; Environmental Engineering; Materials Science; Mechanical Engineering,University of Connecticut,534,4.0,249101.79640718564,20800000.0,96000.0,8016000.0,0.926923076923077,2.594810379241517
USA,Engineering & Technology,UG,Biomedical Engineering; Chemical Engineering; Civil Engineering; Computer Engineering; Computer Science; Electrical & Computer Engineering; Environmental Engineering; Materials Science; Mechanical Engineering; Mining Engineering,University of Utah,540,4.0,249101.79640718564,20800000.0,100000.0,8350000.0,1.0072115384615385,2.4910179640718564
USA,Engineering & Technology,UG,Civil Engineering; Computer Engineering; Computer Science; Electrical Engineering; Environmental Engineering; Mechanical Engineering; Ocean & Resources Engineering,University of Hawaii at Mānoa,546,4.0,249101.79640718564,20800000.0,82000.0,6847000.0,0.6459134615384615,3.037826785453483
USA,Engineering & Technology,UG,Biomedical Engineering; Chemical Engineering; Civil Engineering; Computer Engineering; Computer Science; Electrical Engineering; Environmental Engineering; Industrial Engineering; Materials Science; Mechanical Engineering,Florida State University,549,4.0,249101.79640718564,20800000.0,93000.0,7765500.0,0.8667067307692308,2.678513939862211
USA,Engineering & Technology,UG,Biomedical Engineering; Chemical Engineering; Civil Engineering; Computer & Information Sciences; Electrical & Computer Engineering; Environmental Engineering; Materials Science; Mechanical Engineering,University of Delaware,553,4.0,249101.79640718564,20800000.0,96000.0,8016000.0,0.926923076923077,2.594810379241517
USA,Engineering & Technology,UG,Chemical Engineering; Civil Engineering; Computer Engineering; Computer Science; Electrical Engineering; Environmental Engineering; Industrial Engineering; Mechanical Engineering; Petroleum Engineering,University of Houston,556,4.0,249101.79640718564,20800000.0,93000.0,7765500.0,0.8667067307692308,2.678513939862211
USA,Engineering & Technology,UG,Chemical Engineering; Civil Engineering; Computer Science; Electrical Engineering; Engineering; Environmental Engineering; Geological Engineering; Materials Science; Mechanical Engineering; Mining Engineering; Petroleum Engineering,Colorado School of Mines,571,4.0,249101.79640718564,20800000.0,105000.0,8767500.0,1.1075721153846154,2.3723980610208155
USA,Engineering & Technology,UG,Biomedical Engineering; Civil Engineering; Computer Engineering; Computer Science; Construction Management; Electrical Engineering; Environmental Engineering; Industrial Engineering; Mechanical Engineering,Florida International University,582,4.0,249101.79640718564,20800000.0,85000.0,7097500.0,0.7061298076923077,2.9306093694963016
USA,Engineering & Technology,UG,Computer Science,American University,587,4.0,249101.79640718564,20800000.0,90000.0,7515000.0,0.8064903846153846,2.767797737857618
USA,Engineering & Technology,UG,Architectural Engineering; Biomedical Engineering; Chemical Engineering; Civil Engineering; Computer Engineering; Computer Science; Computer Information Systems; Electrical Engineering; Environmental Engineering; Materials Science; Mechanical Engineering,Illinois Institute of Technology,591,4.0,249101.79640718564,20800000.0,100000.0,8350000.0,1.0072115384615385,2.4910179640718564
USA,Engineering & Technology,UG,Biomedical Engineering; Chemical Engineering; Civil Engineering; Computer Science; Electrical Engineering; Environmental Engineering; Mechanical Engineering,Tulane University,597,4.0,249101.79640718564,20800000.0,100000.0,8350000.0,1.0072115384615385,2.4910179640718564
USA,Engineering & Technology,UG,Computer Engineering; Computer Science; Electrical Engineering; Materials Science; Mechanical Engineering; Software Engineering; Systems Engineering & Management,University of Texas at Dallas,597,4.0,249101.79640718564,20800000.0,103000.0,8600500.0,1.0674278846153846,2.41846404278821
USA,Engineering & Technology,UG,Biomedical Engineering; Chemical Engineering; Civil Engineering; Computer Engineering; Computer Science; Electrical Engineering; Environmental Engineering; Industrial Engineering; Materials Science; Mechanical Engineering; Nuclear Engineering,University of Tennessee,607,4.0,249101.79640718564,20800000.0,90000.0,7515000.0,0.8064903846153846,2.767797737857618
USA,Engineering & Technology,UG,Biomedical Engineering; Chemical Engineering; Civil Engineering; Computer Engineering; Computer Science; Electrical Engineering; Environmental Engineering; Mechanical Engineering,City University of New York (CUNY),613,4.0,249101.79640718564,20800000.0,82000.0,6847000.0,0.6459134615384615,3.037826785453483
